1630017277.6930156: 0,-6.090262251212376,-6.090262251212376
1630017285.269343: 0,-6.090262251212376,-6.090262251212376
1630017294.790759: 0,-6.090262251212376,-6.090262251212376
1630017303.3124237: 0,-6.090262251212376,-6.090262251212376
1630017310.4383686: 0,-6.090262251212376,-6.090262251212376
1630017316.885891: 0,-6.090262251212376,-6.090262251212376
1630017324.7702847: 0,-6.090262251212376,-6.090262251212376
1630017335.2212083: 0,-6.090262251212376,-6.090262251212376
1630017344.3679528: 0,-6.090262251212376,-6.090262251212376
1630017355.1549342: 0,-6.090262251212376,-6.090262251212376
1630017363.5852776: 0,-6.090262251212376,-6.090262251212376
1630017373.062696: 0,-6.090262251212376,-6.090262251212376
1630017381.5380719: 0,-6.090262251212376,-6.090262251212376
1630017389.5360515: 0,-6.090262251212376,-6.090262251212376
1630017400.7944732: 0,-6.090262251212376,-6.090262251212376
1630017409.8481498: 0,-6.090262251212376,-6.090262251212376
1630017417.076746: 0,-6.090262251212376,-6.090262251212376
1630017426.394302: 0,-6.090262251212376,-6.090262251212376
1630017434.942415: 0,-6.090262251212376,-6.090262251212376
1630017442.2748473: 0,-6.090262251212376,-6.090262251212376
1630017450.0268416: 0,-6.090262251212376,-6.090262251212376
1630017456.6509051: 0,-6.090262251212376,-6.090262251212376
1630017467.24442: 0,-6.090262251212376,-6.090262251212376
1630017476.3331256: 0,-6.090262251212376,-6.090262251212376
1630017485.164179: 0,-6.090262251212376,-6.090262251212376
1630017493.6646438: 0,-6.090262251212376,-6.090262251212376
1630017501.7829132: 0,-6.090262251212376,-6.090262251212376
1630017508.70304: 0,-6.090262251212376,-6.090262251212376
1630017520.2324312: 0,-6.090262251212376,-6.090262251212376
1630017530.4856112: 0,-6.090262251212376,-6.090262251212376
1630017537.4969358: 0,-6.090262251212376,-6.090262251212376
1630017544.776432: 0,-6.090262251212376,-6.090262251212376
1630017552.465863: 0,-6.090262251212376,-6.090262251212376
1630017559.4421413: 0,-6.090262251212376,-6.090262251212376
1630017567.0784292: 0,-6.090262251212376,-6.090262251212376
1630017575.0410156: 0,-6.090262251212376,-6.090262251212376
1630017581.9682605: 0,-6.090262251212376,-6.090262251212376
1630017589.8524811: 0,-6.090262251212376,-6.090262251212376
1630017597.3140452: 0,-6.090262251212376,-6.090262251212376
1630017605.3483312: 0,-6.090262251212376,-6.090262251212376
1630017611.9615898: 0,-6.090262251212376,-6.090262251212376
1630017619.1804507: 0,-6.090262251212376,-6.090262251212376
1630017626.4299812: 0,-6.090262251212376,-6.090262251212376
1630017632.895914: 0,-6.090262251212376,-6.090262251212376
1630017640.227166: 0,-6.090262251212376,-6.090262251212376
1630017648.0101912: 0,-6.090262251212376,-6.090262251212376
1630017655.3205638: 0,-6.090262251212376,-6.090262251212376
1630017661.7284055: 0,-6.090262251212376,-6.090262251212376
1630017669.485243: 0,-6.090262251212376,-6.090262251212376
1630017677.0047956: 0,-6.090262251212376,-6.090262251212376
1630017683.8540423: 0,-6.090262251212376,-6.090262251212376
1630017691.5153606: 0,-6.090262251212376,-6.090262251212376
1630017698.711325: 0,-6.090262251212376,-6.090262251212376
1630017706.298719: 0,-6.090262251212376,-6.090262251212376
1630017712.9508817: 0,-6.090262251212376,-6.090262251212376
1630017720.155939: 0,-6.090262251212376,-6.090262251212376
1630017727.343859: 0,-6.090262251212376,-6.090262251212376
1630017734.4418404: 0,-6.090262251212376,-6.090262251212376
1630017741.408781: 0,-6.090262251212376,-6.090262251212376
1630017749.3778865: 0,-6.090262251212376,-6.090262251212376
1630017756.5667443: 0,-6.090262251212376,-6.090262251212376
1630017762.9895365: 0,-6.090262251212376,-6.090262251212376
1630017770.7037349: 0,-6.090262251212376,-6.090262251212376
1630017778.7010593: 0,-6.090262251212376,-6.090262251212376
1630017786.6990576: 0,-6.090262251212376,-6.090262251212376
1630017793.688241: 0,-6.090262251212376,-6.090262251212376
1630017801.6360917: 0,-6.090262251212376,-6.090262251212376
1630017809.608791: 0,-6.090262251212376,-6.090262251212376
1630017817.6607523: 0,-6.090262251212376,-6.090262251212376
1630017824.5836878: 0,-6.090262251212376,-6.090262251212376
1630017831.9924364: 0,-6.090262251212376,-6.090262251212376
1630017839.626676: 0,-6.090262251212376,-6.090262251212376
1630017846.2637227: 0,-6.090262251212376,-6.090262251212376
1630017854.0322852: 0,-6.090262251212376,-6.090262251212376
1630017861.5380654: 0,-6.090262251212376,-6.090262251212376
1630017869.0561876: 0,-6.090262251212376,-6.090262251212376
1630017875.495272: 0,-6.090262251212376,-6.090262251212376
1630017882.6904356: 0,-6.090262251212376,-6.090262251212376
1630017889.9762652: 0,-6.090262251212376,-6.090262251212376
1630017896.4466078: 0,-6.090262251212376,-6.090262251212376
1630017903.5952384: 0,-6.090262251212376,-6.090262251212376
1630017910.8123245: 0,-6.090262251212376,-6.090262251212376
1630017918.1463175: 0,-6.090262251212376,-6.090262251212376
1630017924.6124337: 0,-6.090262251212376,-6.090262251212376
1630017932.1620317: 0,-6.090262251212376,-6.090262251212376
1630017939.9547238: 0,-6.090262251212376,-6.090262251212376
1630017946.7981687: 0,-6.090262251212376,-6.090262251212376
1630017954.7220497: 0,-6.090262251212376,-6.090262251212376
1630017962.4321926: 0,-6.090262251212376,-6.090262251212376
1630017969.8131344: 0,-6.090262251212376,-6.090262251212376
1630017976.7058847: 0,-6.090262251212376,-6.090262251212376
1630017983.9834583: 0,-6.090262251212376,-6.090262251212376
1630017991.2584076: 0,-6.090262251212376,-6.090262251212376
1630017997.8476014: 0,-6.090262251212376,-6.090262251212376
1630018005.6685004: 0,-6.090262251212376,-6.090262251212376
1630018013.7508268: 0,-6.090262251212376,-6.090262251212376
1630018020.5196204: 0,-6.090262251212376,-6.090262251212376
1630018027.7340002: 0,-6.090262251212376,-6.090262251212376
1630018035.1778948: 0,-6.090262251212376,-6.090262251212376
1630018043.0600822: 0,-6.090262251212376,-6.090262251212376
1630018049.5955105: 0,-6.090262251212376,-6.090262251212376
1630018057.5797272: 0,-6.090262251212376,-6.090262251212376
1630018065.566187: 0,-6.090262251212376,-6.090262251212376
1630018072.8844352: 0,-6.090262251212376,-6.090262251212376
1630018079.3280199: 0,-6.090262251212376,-6.090262251212376
1630018086.5445666: 0,-6.090262251212376,-6.090262251212376
1630018094.028951: 0,-6.090262251212376,-6.090262251212376
1630018100.5052826: 0,-6.090262251212376,-6.090262251212376
1630018108.004565: 0,-6.090262251212376,-6.090262251212376
1630018115.2333562: 0,-6.090262251212376,-6.090262251212376
1630018122.279177: 0,-6.090262251212376,-6.090262251212376
1630018129.626385: 0,-6.090262251212376,-6.090262251212376
1630018136.8890574: 0,-6.090262251212376,-6.090262251212376
1630018144.2367911: 0,-6.090262251212376,-6.090262251212376
1630018150.765517: 0,-6.090262251212376,-6.090262251212376
1630018158.5993776: 0,-6.090262251212376,-6.090262251212376
1630018166.0198054: 0,-6.090262251212376,-6.090262251212376
1630018173.0576985: 0,-6.090262251212376,-6.090262251212376
1630018181.0503068: 0,-6.090262251212376,-6.090262251212376
1630018188.5204341: 0,-6.090262251212376,-6.090262251212376
1630018196.3837247: 0,-6.090262251212376,-6.090262251212376
1630018203.2976067: 0,-6.090262251212376,-6.090262251212376
1630018210.536007: 0,-6.090262251212376,-6.090262251212376
1630018218.376895: 0,-6.090262251212376,-6.090262251212376
1630018224.9177132: 0,-6.090262251212376,-6.090262251212376
1630018232.1785147: 0,-6.090262251212376,-6.090262251212376
1630018239.3350494: 0,-6.090262251212376,-6.090262251212376
1630018246.5224092: 0,-6.090262251212376,-6.090262251212376
1630018253.4319293: 0,-6.090262251212376,-6.090262251212376
1630018261.4456434: 0,-6.090262251212376,-6.090262251212376
1630018268.770006: 0,-6.090262251212376,-6.090262251212376
1630018275.3117492: 0,-6.090262251212376,-6.090262251212376
1630018282.6677566: 0,-6.090262251212376,-6.090262251212376
1630018290.5541534: 0,-6.090262251212376,-6.090262251212376
1630018298.5954652: 0,-6.090262251212376,-6.090262251212376
1630018305.3388553: 0,-6.090262251212376,-6.090262251212376
1630018312.5490673: 0,-6.090262251212376,-6.090262251212376
1630018319.8101616: 0,-6.090262251212376,-6.090262251212376
1630018326.8735294: 0,-6.090262251212376,-6.090262251212376
1630018334.4799747: 0,-6.090262251212376,-6.090262251212376
1630018341.7055833: 0,-6.090262251212376,-6.090262251212376
1630018348.9294145: 0,-6.090262251212376,-6.090262251212376
1630018355.3815134: 0,-6.090262251212376,-6.090262251212376
1630018362.5443366: 0,-6.090262251212376,-6.090262251212376
1630018370.3492985: 0,-6.090262251212376,-6.090262251212376
1630018377.3617885: 0,-6.090262251212376,-6.090262251212376
1630018385.2661903: 0,-6.090262251212376,-6.090262251212376
1630018392.6477804: 0,-6.090262251212376,-6.090262251212376
1630018406.0151436: 0,-5.938488320193872,-5.938488320193872
1630018412.6893687: 0,-5.938488320193872,-5.938488320193872
1630018419.9363604: 0,-5.938488320193872,-5.938488320193872
1630018427.3537025: 0,-5.938488320193872,-5.938488320193872
1630018433.9061458: 0,-5.938488320193872,-5.938488320193872
1630018441.4960315: 0,-5.938488320193872,-5.938488320193872
1630018448.9537556: 0,-5.938488320193872,-5.938488320193872
1630018455.918352: 0,-5.938488320193872,-5.938488320193872
1630018463.3132288: 0,-5.938488320193872,-5.938488320193872
1630018470.6487188: 0,-5.938488320193872,-5.938488320193872
1630018477.8970516: 0,-5.938488320193872,-5.938488320193872
1630018484.4219375: 0,-5.938488320193872,-5.938488320193872
1630018488.6168733: 0,-5.938488320193872,-5.938488320193872
1630018499.7260518: 1,-5.938488320193872,-5.938488320193872
1630018507.656861: 1,-5.938488320193872,-5.938488320193872
1630018515.6532311: 1,-5.938488320193872,-5.938488320193872
1630018525.2747607: 1,-5.938488320193872,-5.938488320193872
1630018533.6721625: 1,-5.938488320193872,-5.938488320193872
