,_runtime,Test/Loss,Train/Acc,Train/Loss,_timestamp,_step,Test/Acc
0,18.354547262191772,4.164133796448349,0.03934856047901141,4.031538603181715,1687273308.9852293,0,0.016263440860215053
1,21.00258708000183,4.238900884665469,0.05441120207453319,3.8924455309435486,1687273311.633269,1,0.016599462365591396
2,23.749054670333862,4.263249505431421,0.05445932102378208,3.8223927647411466,1687273314.3797367,2,0.016129032258064516
3,26.639800786972046,4.315065560962564,0.05665862081605316,3.811990845639234,1687273317.2704828,3,0.016129032258064516
4,29.320722579956055,4.3410884773218505,0.03621818566053977,3.8130634559889756,1687273319.9514046,4,0.016129032258064516
5,32.127070903778076,4.380337554761159,0.051276121848691236,3.751065079556008,1687273322.757753,5,0.016129032258064516
6,34.86580562591553,4.3587611035634115,0.047400282339038834,3.7666522521968906,1687273325.4964876,6,0.022379032258064518
7,37.774243116378784,4.410789732010134,0.0568268043572502,3.7304649415417885,1687273328.404925,7,0.016196236559139786
8,40.25409173965454,4.484546849323857,0.06013024681678223,3.718398736691497,1687273330.8847737,8,0.016129032258064516
9,42.91876769065857,4.426365173792326,0.0452287203010862,3.7247135570167442,1687273333.5494497,9,0.019623655913978494
10,45.58253526687622,4.3839831699927645,0.0562236824095204,3.737118341027535,1687273336.2132173,10,0.029233870967741934
11,48.078749656677246,4.534552535062195,0.06076036594957969,3.6144475343205036,1687273338.7094316,11,0.01646505376344086
12,50.841166734695435,4.433686364882735,0.057847679130093387,3.572289701899514,1687273341.4718487,12,0.028024193548387095
13,53.25038385391235,4.482274002285414,0.06294911031158451,3.6183065214712635,1687273343.8810658,13,0.016129032258064516
14,55.90385890007019,4.397895048062007,0.05682823033161312,3.690958688030878,1687273346.534541,14,0.016129032258064516
15,58.49575161933899,4.451672454514811,0.05164711781110289,3.6690281598975716,1687273349.1264336,15,0.020026881720430108
16,61.32350754737854,4.440052249258565,0.057272540023727225,3.690487228053004,1687273351.9541895,16,0.016129032258064516
17,63.924819469451904,4.434548372542986,0.0667829935473866,3.661467981851261,1687273354.5555015,17,0.016129032258064516
18,66.5647931098938,4.501139217006263,0.060972764432993876,3.6642177303046055,1687273357.195475,18,0.016129032258064516
19,69.207772731781,4.503743751395133,0.06616150546083559,3.660179760732846,1687273359.8384547,19,0.01646505376344086
20,71.77600884437561,4.421431259282174,0.06940404508807776,3.7032133948265935,1687273362.4066908,20,0.016129032258064516
21,74.39559006690979,4.528908313121847,0.05975877896924533,3.5875118998432916,1687273365.026272,21,0.016129032258064516
22,77.24327850341797,4.3949761124708315,0.057141976653581714,3.7123456456096617,1687273367.8739605,22,0.02950268817204301
23,79.68022990226746,4.479453845209973,0.06640806780911152,3.569017269469659,1687273370.310912,23,0.016129032258064516
24,82.39378833770752,4.532739455020556,0.05404634247764985,3.64957115896332,1687273373.0244703,24,0.030846774193548386
25,84.87680697441101,4.54973314430124,0.07408934152321842,3.5403263642408525,1687273375.507489,25,0.022244623655913977
26,87.38983225822449,4.521447288733657,0.07331140789740892,3.507462855409333,1687273378.0205142,26,0.025
27,89.96589469909668,4.529923218072102,0.06754134856199594,3.5750608704638553,1687273380.5965767,27,0.016129032258064516
28,92.57662057876587,4.422444080633502,0.0495899347296069,3.744911214351093,1687273383.2073026,28,0.016129032258064516
29,95.22229933738708,4.55018738761384,0.06820077768367663,3.6249715718440427,1687273385.8529813,29,0.016330645161290323
30,97.7795422077179,4.518326347072919,0.08997468708196836,3.5548009960318354,1687273388.4102242,30,0.04059139784946236
31,100.3880467414856,4.520124260296104,0.05676777595482172,3.5831635276388014,1687273391.0187287,31,0.0383736559139785
32,103.28986430168152,4.43776217199141,0.06282439474442149,3.6494171724252906,1687273393.9205463,32,0.016196236559139786
33,106.12769985198975,4.4041747447624005,0.06852814539533204,3.6803153520540794,1687273396.7583818,33,0.0551747311827957
34,109.03469204902649,4.452219382409127,0.06340317161851829,3.684767603174709,1687273399.665374,34,0.049260752688172045
35,111.69448828697205,4.470531400493396,0.072296512129318,3.6052998442098243,1687273402.3251703,35,0.018548387096774192
36,114.27016997337341,4.394320817243669,0.07219337390554108,3.5716519866581584,1687273404.900852,36,0.024798387096774194
37,116.89118432998657,4.494331568639765,0.07837723657833666,3.5380707326126535,1687273407.5218663,37,0.03924731182795699
38,119.36755514144897,4.571742583346623,0.08392342984990324,3.476205565937066,1687273409.9982371,38,0.038306451612903226
39,121.9540605545044,4.514450819261612,0.07713538266107071,3.490329315249648,1687273412.5847425,39,0.020833333333333332
40,124.70235538482666,4.444231740569555,0.07626439349018375,3.580199749700938,1687273415.3330374,40,0.05423387096774194
41,127.378014087677,4.472050908271984,0.07953262618331254,3.5505137931490913,1687273418.008696,41,0.04375
42,130.02783489227295,4.503624403348533,0.07501096788529424,3.5475111347191364,1687273420.658517,42,0.059408602150537636
43,132.47887063026428,4.570173866806492,0.08775910148755098,3.507595178485544,1687273423.1095526,43,0.047311827956989246
44,135.18664240837097,4.518071888275044,0.09582410407627684,3.4701108436155765,1687273425.8173244,44,0.049193548387096775
45,138.01225543022156,4.329475619459665,0.08491542756537782,3.507203040112278,1687273428.6429374,45,0.05994623655913978
46,140.6990203857422,4.345702991210004,0.09052020525905113,3.604916117453262,1687273431.3297024,46,0.07043010752688172
47,143.14715695381165,4.557962317460326,0.09972226728084377,3.474609423110033,1687273433.777839,47,0.0844758064516129
48,146.10134148597717,4.3734269776651935,0.08532234111435043,3.5273539010250383,1687273436.7320235,48,0.07748655913978494
